tract_id,precount_positive,all_positive,median_hhold_inc,median_age,week_19,count_19,week_20,count_20
53033032329,11,77,151125.0,36.7,2019/4/29,164,2020/4/27,20
53033032401,3,69,126053.0,38.8,2019/4/29,131,2020/4/27,40
53033032402,9,94,143388.0,40.0,2019/4/29,148,2020/4/27,38
53033032500,3,65,124219.0,43.6,2019/4/29,130,2020/4/27,54
53033032601,5,52,106891.0,42.6,2019/4/29,68,2020/4/27,12
53033032602,20,253,150632.0,35.7,2019/4/29,549,2020/4/27,262
53033032702,9,109,110972.0,40.4,2019/4/29,148,2020/4/27,41
53033032703,1,25,104964.0,37.4,2019/4/29,32,2020/4/27,21
53033032704,4,164,110550.0,39.9,2019/4/29,130,2020/4/27,71
53033032800,5,34,99038.0,47.4,2019/4/29,65,2020/4/27,32
